p+0.04_10.9548_0 dE= 0.01202
actual force   predicted force   difference
4625864947611.02246
4175061745642.67285
5238777448739.15039
4076379358598.70850
4218266569629.89355
5528946417869.00586
3775826898087.22607
3870184037932.54541
5621995489372.46680
3755755588901.11475
3791191394636.55811
5670529914477.23438
3622484597520.15479
3416804218370.72266
5452703994598.54199
3275647909348.87158
3116821228733.45117
5440955365074.49805
3082457108085.94287
5592313186835.21094
3082457108085.94238
3455153422724.71094
3361734092751.48145
5636360501875.17871
4101227781384.77930
3743413701808.21631
5491219856676.45898
4685922756244.82422
5199557308832.71777
4020148570493.93848
5157702779341.50098
4818649248895.55273
4131260982236.12012
4404604171880.48730
4112357719248.42041
5530554790392.41504
3992249357144.66943
4029129094539.82471
5735048808128.56934
4009855612019.85645
4114170645275.45752
5657877805496.13867
3966015690680.31445
3844380916452.50342
5546830026809.34668
3762934702266.16797
3533375720936.51416
5519374168300.11816
3455153422724.70947
3361734092751.48340
5636360501875.18066
3387873622170.74902
3577754695893.28125
5678718917055.86621
3712454990584.39600
4013207802868.84570
5545559889454.52637
4521597427923.35645
4063822171860.90381
5272835663750.58691
5098962510435.63672
4794429713996.06445
4258945430226.08057
5393231512420.59863
4486330273812.87891
4302871150531.74219
4271985909151.42285
4160713839141.35742
5615214981568.27344
4117641035385.00537
4540606979628.41016
5386532167496.59570
4313489814528.77490
4168227891782.76855
5390357801088.36523
4250683162091.91455
3952163543901.27051
5402065144869.30566
4101227781384.77832
3743413701808.21680
5491219856676.45801
3712454990584.39600
4013207802868.84326
5545559889454.52441
3784659830005.80469
5467563036599.22949
4243691146592.78955
4063822171860.90430
4521597427923.35742
5272835663750.58789
4409325670768.31445
4612121153236.81738
5106180345918.47559
5167920922766.84961
4621722430801.81152
4419309150877.38574
5307537356426.36719
4651481983454.59277
4197117535974.10449
4854803154521.22559
5071744583430.81152
4119470008407.61865
4627776845354.89062
4249734798256.62500
5158004413343.30176
4660359163605.96582
4154824350555.35547
5167430966204.70117
4685922756244.82520
5199557308832.71777
4020148570493.93848
4521597427923.35645
4063822171860.90430
5272835663750.58887
4063822171860.90381
4521597427923.35742
5272835663750.58789
4020148570493.93848
5199557308832.71777
4685922756244.82617
4154824350555.35547
4660359163605.96582
5167430966204.70020
4249734798256.62842
4627776845354.89160
5158004413343.30176
4854803154521.22656
5071744583430.80957
4119470008407.61914
4465476083657.54102
3969688555178.36279
5317362223060.90723
4455484352331.08203
4196357194774.90918
5272649701319.50195
4625864947611.02246
4175061745642.67236
5238777448739.15137
5157702779341.49902
4818649248895.55273
4131260982236.12012
5098962510435.63672
4794429713996.06445
4258945430226.08154
4409325670768.31445
4612121153236.81738
5106180345918.47461
4154824350555.35547
4660359163605.96582
5167430966204.69922
3936840788666.98584
5317786679958.01074
4512934709775.94531
3904880888960.28809
4294703220747.35449
5415412239452.99121
4327939482610.03223
3887232304305.38623
5399318979476.43555
3895126897442.38477
3634801465860.71777
5529431399944.11328
4079053498972.11426
3921036177827.86621
5471794413415.25977
4076379358598.70801
4218266569629.89355
5528946417869.00781
4404604171880.48633
4112357719248.42139
5530554790392.41309
5393231512420.59766
4486330273812.87891
4302871150531.74219
5167920922766.84961
4621722430801.81152
4419309150877.38574
4249734798256.62793
4627776845354.89160
5158004413343.30371
3904880888960.28906
4294703220747.35303
5415412239452.99121
3590300615436.47803
3918156289850.41992
5599700858385.93652
3523417180103.05225
3714816366816.93359
5627000007773.13965
3317907326405.12646
3208790594725.92432
5568551651461.30176
3692463406010.64258
3446234663383.99365
5484818838080.77441
3775826898087.22754
3870184037932.54541
5621995489372.46973
3992249357144.66943
4029129094539.82471
5735048808128.56934
4271985909151.42285
4160713839141.35693
