p-0.04_10.8917_0 dE= 0.01140
p+0.04_10.8917_0 dE= 0.01133
p_uns_0.2_1000_110 dE= 63.66369
actual force   predicted force   difference
-0.24203 -0.57760 0.33557
0.05159 0.19963 -0.14804
1.40149 1.44382 -0.04233
2.65910 2.32340 0.33571
0.75119 0.80712 -0.05593
5.67827 6.79958 -1.12132
10.18649 9.86026 0.32623
0.50341 -0.06320 0.56661
1.81496 2.19050 -0.37553
1.17434 1.22471 -0.05037
2.22180 0.65370 1.56810
-1.75431 -1.94323 0.18892
3.37542 3.46438 -0.08896
1.85219 0.31927 1.53291
7.47589 8.17433 -0.69844
11.31607 11.21086 0.10521
-2.57883 -4.04593 1.46710
-3.49845 -2.13395 -1.36450
2.76024 1.81035 0.94990
1.32790 0.12253 1.20538
1.62827 1.67541 -0.04714
-0.75492 -0.19048 -0.56443
3.06820 2.36492 0.70329
-0.05947 0.11563 -0.17510
2.31946 1.84934 0.47012
-2.55290 -3.98252 1.42962
-0.25458 0.64317 -0.89775
0.18125 -0.05231 0.23355
1.49283 0.74973 0.74310
2.88675 2.39483 0.49192
-2.17063 -1.70619 -0.46444
5.30919 4.21030 1.09890
-0.17644 0.10567 -0.28211
-0.64824 -0.43941 -0.20883
1.70560 0.16228 1.54332
0.02249 -0.24967 0.27216
-1.22518 -0.40843 -0.81675
1.93948 0.97483 0.96465
-0.28706 -0.14539 -0.14167
0.00575 0.38625 -0.38050
1.01940 0.33861 0.68080
0.31504 -0.26482 0.57986
1.14091 0.61746 0.52345
1.59371 0.79274 0.80097
0.71157 0.23172 0.47985
0.42297 0.84477 -0.42180
0.87638 -0.56681 1.44319
-0.85227 -1.11595 0.26368
-0.10530 0.27190 -0.37721
1.49378 -0.38436 1.87814
-2.14134 -2.87376 0.73242
0.01764 0.70192 -0.68428
-0.81797 -0.82748 0.00951
1.19068 -0.01836 1.20904
5.14505 6.09665 -0.95160
5.33863 4.78009 0.55854
0.08322 -0.29364 0.37686
1.40286 1.76647 -0.36361
-2.96753 -1.54066 -1.42687
